Booking#,dt,Agent#,Agent_Name,Cust_Number,Destination#,Destination_City,Destination_Country,Destination_Region,Amount,From_Date,To_Date,Length of Stay
5299,16/07/2018,9,Olive Diaz,26660,23,Hoi An,Vietnam,Asia,12541,18/04/2019,05/05/2019,17
5300,16/07/2018,9,Olive Diaz,28994,80,Jersey City,United States,North America,7221,04/07/2019,07/07/2019,3
5301,16/07/2018,8,Elisa Bennett,31602,65,Birmingham,United States,North America,6682,25/12/2018,23/01/2019,29
5302,16/07/2018,1,Jordan Curry,27947,4,Nairobi,Kenya,Africa,8694,14/08/2018,06/09/2018,23
5303,16/07/2018,11,Kay Adams,25977,61,Anchorage,United States,North America,4633,28/07/2019,19/08/2019,22
5304,16/07/2018,6,Thelma Jefferson,33574,128,Lima,Peru,South America,4729,30/05/2018,05/06/2018,6
5305,16/07/2018,1,Jordan Curry,46011,123,Santiago,Chile,South America,3948,17/01/2019,22/01/2019,5
5306,16/07/2018,9,Olive Diaz,3806,118,Buenos Aires,Argentina,South America,10135,12/05/2018,01/06/2018,20
5307,16/07/2018,8,Elisa Bennett,37964,8,Johannesburg,South Africa,Africa,5231,30/12/2018,11/01/2019,12
5308,16/07/2018,6,Thelma Jefferson,22948,64,Baton Rouge,United States,North America,11310,13/04/2019,29/04/2019,16
5309,16/07/2018,2,Molly Cross,6638,112,Virginia Beach,United States,North America,3356,27/03/2018,03/04/2018,7
5310,16/07/2018,2,Molly Cross,46392,58,Playa del Carmen,Mexico,North America,6902,23/02/2018,25/03/2018,30
5311,16/07/2018,11,Kay Adams,43743,48,Calgary,Canada,North America,11315,23/07/2019,21/08/2019,29
5312,16/07/2018,7,Horace Hawkins,9838,85,Los Angeles,United States,North America,8258,06/04/2019,20/04/2019,14
5313,16/07/2018,5,Sandy Douglas,21881,113,Washington DC,United States,North America,11982,21/09/2019,26/09/2019,5
5314,16/07/2018,3,Carole Cox,6920,17,New Delhi,India,Asia,12136,12/06/2018,07/07/2018,25
5315,16/07/2018,3,Carole Cox,20229,23,Hoi An,Vietnam,Asia,5860,25/11/2018,17/12/2018,22
5316,16/07/2018,6,Thelma Jefferson,42401,26,Berlin,Germany,Europe,12502,17/06/2019,14/07/2019,27
5317,16/07/2018,3,Carole Cox,30243,12,Beijing,China,Asia,5540,23/04/2019,28/04/2019,5
5318,16/07/2018,4,Mitchell Barton,7265,37,Zermatt,Switzerland,Europe,11161,21/03/2019,15/04/2019,25
5319,16/07/2018,7,Horace Hawkins,35397,33,Krakow,Poland,Europe,14371,22/05/2019,15/06/2019,24
5320,16/07/2018,10,Simon Fleming,27521,75,Fort Worth,United States,North America,6723,15/02/2018,02/03/2018,15
5321,16/07/2018,1,Jordan Curry,35262,54,Vancouver,Canada,North America,12747,26/04/2019,26/05/2019,30
5322,16/07/2018,4,Mitchell Barton,5770,82,Las Vegas,United States,North America,6315,16/03/2019,03/04/2019,18
5323,16/07/2018,11,Kay Adams,39001,90,Minneapolis,United States,North America,11612,08/10/2018,03/11/2018,26
5324,16/07/2018,10,Simon Fleming,31253,34,Lisbon,Portugal,Europe,12588,16/10/2018,10/11/2018,25
5325,16/07/2018,11,Kay Adams,19620,16,Jaipur,India,Asia,11192,27/10/2018,19/11/2018,23
5326,16/07/2018,2,Molly Cross,1407,80,Jersey City,United States,North America,5015,05/09/2019,30/09/2019,25
5327,16/07/2018,11,Kay Adams,43982,119,Natal,Brazil,South America,9945,23/07/2019,27/07/2019,4
5328,17/07/2018,1,Jordan Curry,5865,8,Johannesburg,South Africa,Africa,14648,01/07/2018,17/07/2018,16
5329,17/07/2018,7,Horace Hawkins,12124,26,Berlin,Germany,Europe,11780,18/03/2019,06/04/2019,19
5330,17/07/2018,8,Elisa Bennett,44984,43,Luxor,Egypt,Middle East,8650,05/05/2019,25/05/2019,20
5331,17/07/2018,4,Mitchell Barton,8115,120,Rio de Janeiro,Brazil,South America,3157,28/03/2018,21/04/2018,24
5332,17/07/2018,2,Molly Cross,34284,68,Buffalo,United States,North America,10510,27/09/2019,28/09/2019,1
5333,17/07/2018,11,Kay Adams,24309,6,Fes,Morocco,Africa,7691,24/04/2018,08/05/2018,14
5334,17/07/2018,6,Thelma Jefferson,32117,103,Raleigh,United States,North America,10168,28/03/2019,23/04/2019,26
5335,17/07/2018,10,Simon Fleming,44403,24,Vienna,Austria,Europe,3878,10/06/2018,12/06/2018,2
5336,17/07/2018,11,Kay Adams,32145,94,New York City,United States,North America,13890,07/08/2018,01/09/2018,25
5337,17/07/2018,11,Kay Adams,34814,53,Toronto,Canada,North America,5671,27/12/2018,09/01/2019,13
5338,17/07/2018,10,Simon Fleming,6808,59,Puerto Vallarta,Mexico,North America,14620,06/08/2019,13/08/2019,7
5339,17/07/2018,10,Simon Fleming,21770,107,San Francisco,United States,North America,7356,07/01/2019,26/01/2019,19
5340,17/07/2018,7,Horace Hawkins,17350,110,Tucson,United States,North America,2302,13/07/2018,15/07/2018,2
5341,17/07/2018,11,Kay Adams,38644,117,Port Moresby,Papua New Guinea,Oceania/Australia,11421,15/11/2018,06/12/2018,21
5342,17/07/2018,2,Molly Cross,29278,108,Seattle,United States,North America,11292,21/12/2018,23/12/2018,2
5343,17/07/2018,6,Thelma Jefferson,32146,120,Rio de Janeiro,Brazil,South America,3021,01/07/2019,31/07/2019,30
5344,17/07/2018,6,Thelma Jefferson,2518,87,Memphis,United States,North America,8246,05/08/2019,22/08/2019,17
5345,17/07/2018,6,Thelma Jefferson,15027,6,Fes,Morocco,Africa,5946,15/08/2018,30/08/2018,15
5346,17/07/2018,10,Simon Fleming,18493,117,Port Moresby,Papua New Guinea,Oceania/Australia,9862,09/03/2019,24/03/2019,15
5347,17/07/2018,1,Jordan Curry,44336,68,Buffalo,United States,North America,2046,08/11/2018,07/12/2018,29
5348,17/07/2018,3,Carole Cox,32249,77,Greensboro,United States,North America,12551,07/09/2018,20/09/2018,13
5349,17/07/2018,10,Simon Fleming,310,76,Fresno,United States,North America,6537,23/07/2018,21/08/2018,29
5350,17/07/2018,11,Kay Adams,24228,80,Jersey City,United States,North America,2044,01/04/2019,14/04/2019,13
5351,17/07/2018,6,Thelma Jefferson,24986,80,Jersey City,United States,North America,10006,07/05/2018,24/05/2018,17
5352,17/07/2018,6,Thelma Jefferson,38637,14,Hong Kong,China,Asia,7263,01/07/2019,16/07/2019,15
5353,17/07/2018,5,Sandy Douglas,48155,41,London,United Kingdom,Europe,4321,19/06/2019,20/06/2019,1
5354,17/07/2018,1,Jordan Curry,26725,22,Chiang Mai,Thailand,Asia,14346,22/06/2018,16/07/2018,24
5355,17/07/2018,2,Molly Cross,14954,78,Honolulu,United States,North America,9627,26/07/2019,06/08/2019,11
5356,17/07/2018,7,Horace Hawkins,44816,10,Stone Town,Tanzania,Africa,4952,06/05/2018,07/05/2018,1
5357,17/07/2018,11,Kay Adams,12188,22,Chiang Mai,Thailand,Asia,8507,24/04/2019,24/05/2019,30
5358,17/07/2018,11,Kay Adams,32062,9,Knysna,South Africa,Africa,8410,15/03/2018,28/03/2018,13
5359,17/07/2018,8,Elisa Bennett,44852,62,Atlanta,United States,North America,13060,13/05/2018,20/05/2018,7
5360,17/07/2018,8,Elisa Bennett,10013,5,Watamu,Kenya,Africa,5274,31/07/2018,04/08/2018,4
5361,17/07/2018,10,Simon Fleming,4247,38,Amsterdam,The Netherlands,Europe,7116,22/07/2019,01/08/2019,10
5362,17/07/2018,10,Simon Fleming,48445,108,Seattle,United States,North America,10619,26/07/2018,09/08/2018,14
5363,18/07/2018,9,Olive Diaz,23960,28,Budapest,Hungary,Europe,10265,21/07/2019,20/08/2019,30
5364,18/07/2018,7,Horace Hawkins,16917,49,Halifax,Canada,North America,5444,24/09/2018,30/09/2018,6
5365,18/07/2018,2,Molly Cross,22149,122,Santa Cruz,Chile,South America,14104,07/05/2019,09/05/2019,2
5366,18/07/2018,11,Kay Adams,26573,62,Atlanta,United States,North America,14420,22/03/2018,25/03/2018,3
5367,18/07/2018,11,Kay Adams,41615,100,Palm Springs,United States,North America,8917,06/08/2018,15/08/2018,9
5368,18/07/2018,10,Simon Fleming,47122,119,Natal,Brazil,South America,4273,29/10/2018,11/11/2018,13
5369,18/07/2018,9,Olive Diaz,36896,108,Seattle,United States,North America,7273,13/07/2019,02/08/2019,20
5370,18/07/2018,10,Simon Fleming,45653,57,Mexico City,Mexico,North America,7599,21/02/2019,23/02/2019,2
5371,18/07/2018,8,Elisa Bennett,1138,106,San Diego,United States,North America,3125,30/07/2018,12/08/2018,13
5372,18/07/2018,4,Mitchell Barton,43881,80,Jersey City,United States,North America,4661,27/06/2019,21/07/2019,24
5373,18/07/2018,8,Elisa Bennett,16450,30,Milan,Italy,Europe,14815,14/07/2018,30/07/2018,16
5374,18/07/2018,10,Simon Fleming,46025,42,Cairo,Egypt,Middle East,13523,19/04/2019,06/05/2019,17
5375,18/07/2018,9,Olive Diaz,5769,3,Diani Beach,Kenya,Africa,7256,08/07/2019,24/07/2019,16
5376,18/07/2018,3,Carole Cox,49860,106,San Diego,United States,North America,3690,25/05/2018,11/06/2018,17
5377,18/07/2018,6,Thelma Jefferson,42183,102,Portland,United States,North America,7484,20/06/2019,01/07/2019,11
5378,18/07/2018,9,Olive Diaz,44566,49,Halifax,Canada,North America,12933,18/03/2019,20/03/2019,2
5379,18/07/2018,4,Mitchell Barton,13684,69,Charleston,United States,North America,9659,18/01/2019,01/02/2019,14
5380,18/07/2018,8,Elisa Bennett,46635,123,Santiago,Chile,South America,5632,12/08/2018,13/08/2018,1
5381,18/07/2018,10,Simon Fleming,41150,59,Puerto Vallarta,Mexico,North America,14544,08/09/2018,30/09/2018,22
5382,18/07/2018,3,Carole Cox,24823,95,Newark,United States,North America,10646,06/12/2018,15/12/2018,9
5383,18/07/2018,5,Sandy Douglas,4071,46,Tel Aviv,Israel,Middle East,3582,12/06/2018,14/06/2018,2
5384,18/07/2018,9,Olive Diaz,4829,79,Houston,United States,North America,4830,03/09/2019,06/09/2019,3
5385,18/07/2018,5,Sandy Douglas,17241,6,Fes,Morocco,Africa,9418,12/12/2018,15/12/2018,3
5386,18/07/2018,6,Thelma Jefferson,23807,38,Amsterdam,The Netherlands,Europe,2373,28/06/2018,09/07/2018,11
5387,18/07/2018,7,Horace Hawkins,19439,42,Cairo,Egypt,Middle East,7629,28/11/2018,20/12/2018,22
5388,18/07/2018,6,Thelma Jefferson,38340,31,Rome,Italy,Europe,7426,19/10/2018,09/11/2018,21
5389,18/07/2018,10,Simon Fleming,47679,67,Branson,United States,North America,12486,15/02/2018,08/03/2018,21
5390,18/07/2018,8,Elisa Bennett,26712,50,Montreal,Canada,North America,3664,20/03/2019,25/03/2019,5
5391,19/07/2018,5,Sandy Douglas,9715,16,Jaipur,India,Asia,9827,01/09/2018,02/09/2018,1
5392,19/07/2018,6,Thelma Jefferson,42317,2,Kololi,Gambia,Africa,5364,30/11/2018,05/12/2018,5
5393,19/07/2018,3,Carole Cox,8442,120,Rio de Janeiro,Brazil,South America,12458,06/03/2019,20/03/2019,14
5394,19/07/2018,1,Jordan Curry,43905,118,Buenos Aires,Argentina,South America,5675,22/08/2019,19/09/2019,28
5395,19/07/2018,7,Horace Hawkins,34984,32,Venice,Italy,Europe,3192,25/02/2018,18/03/2018,21
5396,19/07/2018,11,Kay Adams,26914,125,Santa Marta,Colombia,South America,10952,03/04/2018,20/04/2018,17
5397,19/07/2018,6,Thelma Jefferson,23192,31,Rome,Italy,Europe,2351,23/03/2018,16/04/2018,24
5398,19/07/2018,10,Simon Fleming,4157,94,New York City,United States,North America,14995,17/11/2018,23/11/2018,6
5399,19/07/2018,4,Mitchell Barton,14640,69,Charleston,United States,North America,9733,12/10/2018,13/10/2018,1
5400,19/07/2018,11,Kay Adams,9724,68,Buffalo,United States,North America,7380,17/03/2018,18/03/2018,1
5401,19/07/2018,6,Thelma Jefferson,44200,85,Los Angeles,United States,North America,13789,04/09/2019,22/09/2019,18
5402,19/07/2018,10,Simon Fleming,35070,19,Tokyo,Japan,Asia,4833,28/07/2019,29/07/2019,1
5403,19/07/2018,3,Carole Cox,6251,94,New York City,United States,North America,13563,30/06/2019,01/07/2019,1
5404,19/07/2018,2,Molly Cross,45360,93,New Orleans,United States,North America,8243,20/04/2018,17/05/2018,27
5405,19/07/2018,10,Simon Fleming,42475,111,Tulsa,United States,North America,4769,12/01/2019,21/01/2019,9
5406,19/07/2018,5,Sandy Douglas,23655,62,Atlanta,United States,North America,2602,07/07/2019,28/07/2019,21
5407,19/07/2018,3,Carole Cox,7995,24,Vienna,Austria,Europe,11058,04/03/2019,27/03/2019,23
5408,19/07/2018,11,Kay Adams,43389,37,Zermatt,Switzerland,Europe,8195,21/01/2019,11/02/2019,21
5409,19/07/2018,9,Olive Diaz,205,109,Tampa,United States,North America,6297,22/01/2019,25/01/2019,3
5410,19/07/2018,5,Sandy Douglas,26249,41,London,United Kingdom,Europe,4305,08/02/2019,08/03/2019,28
5411,19/07/2018,10,Simon Fleming,21704,91,Myrtle Beach,United States,North America,6458,10/09/2018,22/09/2018,12
5412,19/07/2018,9,Olive Diaz,37700,117,Port Moresby,Papua New Guinea,Oceania/Australia,8781,15/02/2019,18/02/2019,3
5413,19/07/2018,8,Elisa Bennett,36164,123,Santiago,Chile,South America,11588,23/08/2018,03/09/2018,11
5414,19/07/2018,11,Kay Adams,23844,60,Anaheim,United States,North America,10461,20/06/2018,12/07/2018,22
5415,19/07/2018,3,Carole Cox,27774,108,Seattle,United States,North America,9224,26/09/2019,04/10/2019,8
5416,19/07/2018,3,Carole Cox,20900,37,Zermatt,Switzerland,Europe,7788,04/10/2018,08/10/2018,4
5417,19/07/2018,11,Kay Adams,12286,125,Santa Marta,Colombia,South America,10847,04/10/2018,05/10/2018,1
5418,19/07/2018,11,Kay Adams,38616,21,Singapore,Singapore,Asia,4834,31/03/2018,17/04/2018,17
5419,19/07/2018,8,Elisa Bennett,11723,33,Krakow,Poland,Europe,8372,16/03/2019,18/03/2019,2
5420,19/07/2018,3,Carole Cox,32859,99,Orlando,United States,North America,4768,27/01/2019,05/02/2019,9
5421,20/07/2018,7,Horace Hawkins,15419,26,Berlin,Germany,Europe,11657,19/03/2019,09/04/2019,21
5422,20/07/2018,11,Kay Adams,13677,42,Cairo,Egypt,Middle East,11100,27/02/2018,28/02/2018,1
5423,20/07/2018,6,Thelma Jefferson,36862,31,Rome,Italy,Europe,13176,06/04/2018,21/04/2018,15
5424,20/07/2018,9,Olive Diaz,45029,121,Sao Paulo,Brazil,South America,9209,30/07/2018,11/08/2018,12
5425,20/07/2018,6,Thelma Jefferson,2049,27,Athens,Greece,Europe,12783,29/07/2018,01/08/2018,3
5426,20/07/2018,9,Olive Diaz,22275,77,Greensboro,United States,North America,8132,02/10/2018,09/10/2018,7
5427,20/07/2018,6,Thelma Jefferson,48181,96,Norfolk,United States,North America,7176,20/05/2018,16/06/2018,27
5428,20/07/2018,10,Simon Fleming,2478,69,Charleston,United States,North America,13608,24/08/2018,15/09/2018,22
5429,20/07/2018,8,Elisa Bennett,33343,117,Port Moresby,Papua New Guinea,Oceania/Australia,5929,13/09/2019,27/09/2019,14
5430,20/07/2018,4,Mitchell Barton,38839,86,Louisville,United States,North America,3500,04/02/2019,18/02/2019,14
5431,20/07/2018,10,Simon Fleming,24267,56,Cabo San Lucas,Mexico,North America,11519,17/11/2018,04/12/2018,17
5432,20/07/2018,9,Olive Diaz,3432,62,Atlanta,United States,North America,6724,13/03/2019,12/04/2019,30
5433,20/07/2018,11,Kay Adams,10023,14,Hong Kong,China,Asia,11008,09/07/2019,18/07/2019,9
5434,20/07/2018,1,Jordan Curry,27710,57,Mexico City,Mexico,North America,4837,04/04/2019,09/04/2019,5
5435,20/07/2018,4,Mitchell Barton,29348,81,Kansas City,United States,North America,2441,01/06/2018,06/06/2018,5
5436,20/07/2018,6,Thelma Jefferson,19902,29,Dublin,Ireland,Europe,2933,17/05/2019,16/06/2019,30
5437,20/07/2018,1,Jordan Curry,12492,70,Charlotte,United States,North America,9303,27/10/2018,13/11/2018,17
5438,20/07/2018,1,Jordan Curry,34847,12,Beijing,China,Asia,5493,11/05/2018,23/05/2018,12
5439,20/07/2018,3,Carole Cox,38671,96,Norfolk,United States,North America,6465,06/03/2018,30/03/2018,24
5440,20/07/2018,11,Kay Adams,23496,18,Ubud,Indonesia,Asia,9354,21/09/2018,01/10/2018,10
5441,20/07/2018,4,Mitchell Barton,20553,26,Berlin,Germany,Europe,7888,03/06/2019,12/06/2019,9
5442,20/07/2018,3,Carole Cox,45967,116,Sydney,Australia,Oceania/Australia,2399,26/07/2019,02/08/2019,7
5443,20/07/2018,11,Kay Adams,38481,100,Palm Springs,United States,North America,5781,02/04/2019,16/04/2019,14
5444,20/07/2018,7,Horace Hawkins,2764,59,Puerto Vallarta,Mexico,North America,2770,23/08/2018,15/09/2018,23
5445,20/07/2018,2,Molly Cross,33440,71,Chicago,United States,North America,11385,27/09/2018,04/10/2018,7
5446,20/07/2018,11,Kay Adams,23578,72,Cleveland,United States,North America,11102,17/08/2018,31/08/2018,14
5447,20/07/2018,9,Olive Diaz,21545,29,Dublin,Ireland,Europe,11755,29/01/2019,12/02/2019,14
5448,20/07/2018,9,Olive Diaz,45403,69,Charleston,United States,North America,2722,22/03/2019,25/03/2019,3
5449,21/07/2018,6,Thelma Jefferson,42562,61,Anchorage,United States,North America,13574,24/05/2019,31/05/2019,7
5450,21/07/2018,9,Olive Diaz,7850,61,Anchorage,United States,North America,14616,09/10/2018,14/10/2018,5
5451,21/07/2018,3,Carole Cox,20632,22,Chiang Mai,Thailand,Asia,6187,14/07/2019,22/07/2019,8
5452,21/07/2018,9,Olive Diaz,2757,78,Honolulu,United States,North America,4188,01/04/2019,13/04/2019,12
5453,21/07/2018,7,Horace Hawkins,1594,92,Nashville,United States,North America,5416,20/09/2018,25/09/2018,5
5454,21/07/2018,9,Olive Diaz,48582,60,Anaheim,United States,North America,12546,19/05/2018,16/06/2018,28
5455,21/07/2018,4,Mitchell Barton,35240,120,Rio de Janeiro,Brazil,South America,10205,05/08/2018,28/08/2018,23
5456,21/07/2018,4,Mitchell Barton,35575,101,Phoenix,United States,North America,6756,02/06/2018,26/06/2018,24
5457,21/07/2018,3,Carole Cox,7101,97,Oakland,United States,North America,12993,16/07/2019,03/08/2019,18
5458,21/07/2018,9,Olive Diaz,43271,91,Myrtle Beach,United States,North America,2513,22/06/2019,24/06/2019,2
5459,21/07/2018,11,Kay Adams,48662,50,Montreal,Canada,North America,8362,22/03/2019,11/04/2019,20
5460,21/07/2018,9,Olive Diaz,49117,104,Sacramento,United States,North America,8581,28/03/2018,29/03/2018,1
5461,21/07/2018,6,Thelma Jefferson,9165,89,Milwaukee,United States,North America,8416,12/12/2018,29/12/2018,17
5462,21/07/2018,10,Simon Fleming,40779,94,New York City,United States,North America,2144,05/11/2018,22/11/2018,17
5463,21/07/2018,8,Elisa Bennett,7637,40,Edinburgh,United Kingdom,Europe,2220,20/05/2018,31/05/2018,11
5464,21/07/2018,6,Thelma Jefferson,37422,13,Guangzhou,China,Asia,13706,29/04/2018,19/05/2018,20
5465,21/07/2018,7,Horace Hawkins,28317,41,London,United Kingdom,Europe,6861,18/09/2018,26/09/2018,8
5466,21/07/2018,2,Molly Cross,22309,68,Buffalo,United States,North America,11762,22/06/2019,19/07/2019,27
5467,21/07/2018,1,Jordan Curry,26580,3,Diani Beach,Kenya,Africa,5050,04/11/2018,19/11/2018,15
5468,21/07/2018,10,Simon Fleming,30330,39,Istanbul,Turkey,Europe,9591,30/09/2019,20/10/2019,20
5469,21/07/2018,1,Jordan Curry,6038,28,Budapest,Hungary,Europe,11484,09/03/2018,22/03/2018,13
5470,22/07/2018,4,Mitchell Barton,27553,124,Bogota,Colombia,South America,9657,17/10/2018,30/10/2018,13
5471,22/07/2018,10,Simon Fleming,614,87,Memphis,United States,North America,5799,30/03/2019,27/04/2019,28
5472,22/07/2018,6,Thelma Jefferson,5080,3,Diani Beach,Kenya,Africa,5356,17/06/2018,24/06/2018,7
5473,22/07/2018,1,Jordan Curry,7924,109,Tampa,United States,North America,12773,11/01/2019,16/01/2019,5
5474,22/07/2018,8,Elisa Bennett,15653,119,Natal,Brazil,South America,2855,06/06/2019,27/06/2019,21
5475,22/07/2018,8,Elisa Bennett,31491,95,Newark,United States,North America,9359,14/06/2019,30/06/2019,16
5476,22/07/2018,6,Thelma Jefferson,35724,1,Marrakech,Morocco,Africa,4236,03/06/2019,24/06/2019,21
5477,22/07/2018,2,Molly Cross,28796,96,Norfolk,United States,North America,14688,03/05/2018,15/05/2018,12
5478,22/07/2018,7,Horace Hawkins,15262,89,Milwaukee,United States,North America,7646,10/04/2018,08/05/2018,28
5479,22/07/2018,10,Simon Fleming,89,74,Denver,United States,North America,10385,09/06/2018,09/07/2018,30
5480,22/07/2018,10,Simon Fleming,22765,115,Melbourne,Australia,Oceania/Australia,9491,24/07/2019,20/08/2019,27
5481,22/07/2018,2,Molly Cross,28670,109,Tampa,United States,North America,7812,09/11/2018,24/11/2018,15
5482,22/07/2018,1,Jordan Curry,12598,117,Port Moresby,Papua New Guinea,Oceania/Australia,7960,02/10/2018,10/10/2018,8
5483,22/07/2018,1,Jordan Curry,15367,35,Moscow,Russia,Europe,8176,11/03/2019,07/04/2019,27
5484,22/07/2018,11,Kay Adams,44952,84,Little Rock,United States,North America,8527,17/02/2018,11/03/2018,22
5485,22/07/2018,4,Mitchell Barton,24413,16,Jaipur,India,Asia,12188,20/09/2019,25/09/2019,5
5486,22/07/2018,1,Jordan Curry,30252,120,Rio de Janeiro,Brazil,South America,10856,06/12/2018,12/12/2018,6
5487,22/07/2018,10,Simon Fleming,25342,52,Quebec City,Canada,North America,11253,08/01/2019,06/02/2019,29
5488,22/07/2018,9,Olive Diaz,48490,66,Boston,United States,North America,13396,24/11/2018,02/12/2018,8
5489,23/07/2018,7,Horace Hawkins,4701,28,Budapest,Hungary,Europe,3497,09/10/2018,06/11/2018,28
5490,23/07/2018,10,Simon Fleming,43454,108,Seattle,United States,North America,9135,28/02/2019,28/03/2019,28
5491,23/07/2018,6,Thelma Jefferson,11722,92,Nashville,United States,North America,10728,11/11/2018,17/11/2018,6
5492,23/07/2018,7,Horace Hawkins,19222,38,Amsterdam,The Netherlands,Europe,8515,12/05/2019,16/05/2019,4
5493,23/07/2018,6,Thelma Jefferson,9154,61,Anchorage,United States,North America,14934,28/10/2018,16/11/2018,19
